"","Binomial","order","family","genus","species","Mean_brain_mass_g","Mean_body_mass_g","Brain.resid","T_resid"
"295","Uncia_uncia","Carnivora","Felidae","Uncia","uncia",101.5,32500,-0.117501383,-0.093798622
"296","Hyaena_brunnea","Carnivora","Hyaenidae","Hyaena","brunnea",106.7,39300,-0.157685467,-0.125774921
"297","Acinonyx_jubatus","Carnivora","Felidae","Acinonyx","jubatus",111,43000,-0.169834106,-0.134036398
"298","Enhydra_lutris","Carnivora","Mustelidae","Enhydra","lutris",119,23600,0.055809014,0.065687291
"299","Chrysocyon_brachyurus","Carnivora","Canidae","Chrysocyon","brachyurus",120.3,23250,0.065394509,0.074627274
"300","Lycaon_pictus","Carnivora","Canidae","Lycaon","pictus",129,22050,0.112979523,0.119922884
"301","Canis_lupus","Carnivora","Canidae","Canis","lupus",130,31100,0.004318288,0.026118749
"302","Panthera_onca","Carnivora","Felidae","Panthera","onca",149,77700,-0.234687011,-0.173328379
"303","Crocuta_crocuta","Carnivora","Hyaenidae","Crocuta","crocuta",175,62370,-0.093250617,-0.041386614
"304","Ailuropoda_melanoleuca","Carnivora","Ursidae","Ailuropoda","melanoleuca",205,87500,-0.13481005,-0.068319683
"305","Panthera_leo","Carnivora","Felidae","Panthera","leo",259.5,84000,-0.019129852,0.045596907
"306","Ursus_thibetanus","Carnivora","Ursidae","Ursus","thibetanus",269,69860,0.056523647,0.113287184
"307","Zalophus_californianus","Carnivora","Otariidae","Zalophus","californianus",405,91000,0.14811599,0.216300786
"308","Delphinus_delphis","Cetacea","Delphinidae","Delphinus","delphis",797.26,65086.96,0.5514225,0.176611893
"309","Lagenorhynchus_obliquidens","Cetacea","Delphinidae","Lagenorhynchus","obliquidens",1136.75,89750,0.600831172,0.356728941
"310","Tursiops_truncatus","Cetacea","Delphinidae","Tursiops","truncatus",1573,170480,0.532913775,0.431635361
"311","Stenella_longirostris","Cetacea","Delphinidae","Stenella","longirostris",450,33600,0.518403052,-0.029864809
"312","Phocoenoides_dalli","Cetacea","Phocoenidae","Phocoenoides","dalli",833.67,98333.33,0.436410392,0.223127368
"313","Stenella_coeruleoalba","Cetacea","Delphinidae","Stenella","coeruleoalba",883.75,63500,0.604192222,0.310140675
"314","Delphinapterus_leucas","Cetacea","Monodontidae","Delphinapterus","leucas",1921,498250,0.270378801,0.436889356
"315","Pseudorca_crassidens","Cetacea","Delphinidae","Pseudorca","crassidens",4307,2e+06,0.168335128,0.589972846
"316","Phocoena_phocoena","Cetacea","Phocoenidae","Phocoena","phocoena",1735,142430,0.634039042,0.43595337
"317","Balaenoptera_physalus","Cetacea","Balaenopteridae","Balaenoptera","physalus",5100,62500000,-0.879417397,0.64644949
"318","Orcinus_orca","Cetacea","Delphinidae","Orcinus","orca",6052,3273000,0.155620692,0.653255347
"319","Platanista_gangetica","Cetacea","Platanistidae","Platanista","gangetica",290.5,59630,0.141490807,-0.071152134
"320","Neophocaena_phocaenoides","Cetacea","Phocoenidae","Neophocaena","phocaenoides",468,32400,0.5472822,-0.020117547
"321","Lipotes_vexillifer","Cetacea","Iniidae","Lipotes","vexillifer",558,180000,0.065119787,-0.004121099
"322","Phocoena_spinipinnis","Cetacea","Phocoenidae","Phocoena","spinipinnis",597,68041.9,0.411334889,0.002385305
"323","Kogia_sima","Cetacea","Physeteridae","Kogia","sima",622,168500,0.133780621,0.032008402
"324","Inia_geoffrensis","Cetacea","Iniidae","Inia","geoffrensis",633.645,92003.5,0.338934728,0.036502596
"325","Sotalia_fluviatilis","Cetacea","Delphinidae","Sotalia","fluviatilis",688,42240,0.628239817,0.046592742
"326","Cephalorhynchus_commersonii","Cetacea","Delphinidae","Cephalorhynchus","commersonii",725,48000,0.609351006,0.100829394
"327","Cephalorhynchus_heavisidii","Cetacea","Delphinidae","Cephalorhynchus","heavisidii",763,71000,0.504023531,0.113257568
"328","Stenella_attenuata","Cetacea","Delphinidae","Stenella","attenuata",779.83,65614.53,0.539192913,0.163529651
"329","Lagenorhynchus_obscurus","Cetacea","Delphinidae","Lagenorhynchus","obscurus",886.1,58473.1,0.632208983,0.333129778
"330","Kogia_breviceps","Cetacea","Physeteridae","Kogia","breviceps",1019,334000,0.125302449,0.334020599
"331","Lagenorhynchus_acutus","Cetacea","Delphinidae","Lagenorhynchus","acutus",1103.17,244605,0.261232494,0.335829087
"332","Lagenorhynchus_albirostris","Cetacea","Delphinidae","Lagenorhynchus","albirostris",1126,67500,0.689503467,0.354512406
"333","Lissodelphis_borealis","Cetacea","Delphinidae","Lissodelphis","borealis",1162,73000,0.677656654,0.358372618
"334","Mesoplodon_densirostris","Cetacea","Ziphiidae","Mesoplodon","densirostris",1424.5,770500,-0.001481418,0.381280279
"335","Tursiops_aduncus","Cetacea","Delphinidae","Tursiops","aduncus",1498,141150,0.573191847,0.400350963
"336","Steno_bredanensis","Cetacea","Delphinidae","Steno","bredanensis",1541.9,123830.9,0.628375524,0.410013828
"337","Ziphius_cavirostris","Cetacea","Ziphiidae","Ziphius","cavirostris",2004,2273000.001,-0.20561949,0.457591426
"338","Mesoplodon_europaeus","Cetacea","Ziphiidae","Mesoplodon","europaeus",2149,732500,0.193566456,0.477389415
"339","Mesoplodon_mirus","Cetacea","Ziphiidae","Mesoplodon","mirus",2355,929500,0.155738914,0.506218523
"340","Globicephala_macrorhynchus","Cetacea","Delphinidae","Globicephala","macrorhynchus",2466,386000,0.461990275,0.51779924
"341","Grampus_griseus","Cetacea","Delphinidae","Grampus","griseus",2551,4e+05,0.46510304,0.551251403
"342","Globicephala_melas","Cetacea","Delphinidae","Globicephala","melas",2673,1061000,0.167647073,0.559865485
"343","Balaena_mysticetus","Cetacea","Balaenidae","Balaena","mysticetus",2738,90999999.93,-1.271926286,0.568584937
"344","Balaenoptera_acutorostrata","Cetacea","Balaenopteridae","Balaenoptera","acutorostrata",2850,5587093.59,-0.345614925,0.571445303
"345","Monodon_monoceros","Cetacea","Monodontidae","Monodon","monoceros",2993.7,1578329.998,0.087493381,0.576684018
"346","Balaenoptera_musculus","Cetacea","Balaenopteridae","Balaenoptera","musculus",3636,50903999.97,-0.959517003,0.577421636
"347","Eschrichtius_robustus","Cetacea","Eschrichtiidae","Eschrichtius","robustus",4316.67,30000000.02,-0.712767453,0.593033012
"348","Balaenoptera_borealis","Cetacea","Balaenopteridae","Balaenoptera","borealis",4900,36666666.67,-0.723083455,0.601787526
"349","Megaptera_novaeangliae","Cetacea","Balaenopteridae","Megaptera","novaeangliae",6100,30050000,-0.563128888,0.658806163
"350","Physeter_catodon","Cetacea","Physeteridae","Physeter","catodon",8183,37416650.04,-0.506962148,0.663360314
"351","Rhynchonycteris_naso","Chiroptera","Emballonuridae","Rhynchonycteris","naso",0.11,4.3,-0.173736804,-0.010131225
"352","Myotis_nigricans","Chiroptera","Vespertilionidae","Myotis","nigricans",0.127,4.45,-0.122494537,0.042924774
"353","Rhinolophus_hipposideros","Chiroptera","Rhinolophidae","Rhinolophus","hipposideros",0.1495,4.55,-0.058895672,0.014345969
"354","Myotis_mystacinus","Chiroptera","Vespertilionidae","Myotis","mystacinus",0.15717,4.85,-0.057965159,0.0136094
"355","Myotis_nattereri","Chiroptera","Vespertilionidae","Myotis","nattereri",0.22,7.15,-0.038336521,-0.144098708
"356","Saccopteryx_bilineata","Chiroptera","Emballonuridae","Saccopteryx","bilineata",0.2252,7.78,-0.055696235,0.003539909
"357","Hipposideros_bicolor","Chiroptera","Hipposideridae","Hipposideros","bicolor",0.23833,8.38,-0.055284447,0.002012036
"358","Hipposideros_caffer","Chiroptera","Hipposideridae","Hipposideros","caffer",0.313,10.9,-0.02255647,0.027875634
"359","Pteronotus_davyi","Chiroptera","Mormoopidae","Pteronotus","davyi",0.32,10.6,-0.003860271,0.047300496
"360","Eptesicus_serotinus","Chiroptera","Vespertilionidae","Eptesicus","serotinus",0.327,22.15,-0.234515604,-0.202596558
"361","Mimon_crenulatum","Chiroptera","Phyllostomidae","Mimon","crenulatum",0.33367,13.78,-0.071151389,-0.026840625
"362","Rhinolophus_ferrumequinum","Chiroptera","Rhinolophidae","Rhinolophus","ferrumequinum",0.35,23.5,-0.224266088,-0.193891713
"363","Nycteris_arge","Chiroptera","Nycteridae","Nycteris","arge",0.35567,10.65,0.040504164,0.091542067
"364","Nyctalus_noctula","Chiroptera","Vespertilionidae","Nyctalus","noctula",0.362,26,-0.242554979,-0.214820098
"365","Mormoops_megalophylla","Chiroptera","Mormoopidae","Mormoops","megalophylla",0.40033,15.53,-0.03099245,0.010196871
"366","Glossophaga_soricina","Chiroptera","Phyllostomidae","Glossophaga","soricina",0.41267,10.23,0.118165429,0.170253825
"367","Vespertilio_murinus","Chiroptera","Vespertilionidae","Vespertilio","murinus",0.445,33.3,-0.233507444,-0.212233458
"368","Myotis_myotis","Chiroptera","Vespertilionidae","Myotis","myotis",0.489,27.92,-0.135161454,-0.109286736
"369","Platyrrhinus_helleri","Chiroptera","Phyllostomidae","Platyrrhinus","helleri",0.48967,12.77,0.120228916,0.166527067
"370","Carollia_perspicillata","Chiroptera","Phyllostomidae","Carollia","perspicillata",0.50867,17.07,0.042228706,0.080949473
"371","Uroderma_bilobatum","Chiroptera","Phyllostomidae","Uroderma","bilobatum",0.57733,15.63,0.125922878,0.16694462
"372","Sturnira_lilium","Chiroptera","Phyllostomidae","Sturnira","lilium",0.58433,18.67,0.073267399,0.109648941
"373","Leptonycteris_curasoae","Chiroptera","Phyllostomidae","Leptonycteris","curasoae",0.5875,25,-0.019480557,0.009278329
"374","Casinycteris_argynnis","Chiroptera","Pteropodidae","Casinycteris","argynnis",0.86483,30.72,0.081330799,0.104710287
"375","Desmodus_rotundus","Chiroptera","Phyllostomidae","Desmodus","rotundus",0.916,33.26,0.080419513,0.101724881
"376","Cynopterus_brachyotis","Chiroptera","Pteropodidae","Cynopterus","brachyotis",0.95275,32.11,0.108964557,0.131188638
"377","Diaemus_youngi","Chiroptera","Phyllostomidae","Diaemus","youngi",0.971,34.67,0.092219448,0.112440798
"378","Artibeus_jamaicensis","Chiroptera","Phyllostomidae","Artibeus","jamaicensis",0.98025,39.33,0.055259112,0.072187814
"379","Phyllostomus_discolor","Chiroptera","Phyllostomidae","Phyllostomus","discolor",1.101333,35.22,0.14179219,0.161602606
"380","Artibeus_lituratus","Chiroptera","Phyllostomidae","Artibeus","lituratus",1.171,56.73,0.013161431,0.020526088
"381","Noctilio_leporinus","Chiroptera","Noctilionidae","Noctilio","leporinus",1.184,59.16,0.004294576,0.010564168
"382","Cynopterus_horsfieldii","Chiroptera","Pteropodidae","Cynopterus","horsfieldii",1.3495,56.88,0.073917314,0.081213028
"383","Rousettus_aegyptiacus","Chiroptera","Pteropodidae","Rousettus","aegyptiacus",2.26075,129.62,0.029710174,0.015501065
"384","Hypsignathus_monstrosus","Chiroptera","Pteropodidae","Hypsignathus","monstrosus",3.41475,324.63,-0.090223678,-0.128402687
"385","Epomophorus_gambianus","Chiroptera","Pteropodidae","Epomophorus","gambianus",4.3285,309,0.028827607,-0.008063071
"386","Pteropus_vampyrus","Chiroptera","Pteropodidae","Pteropus","vampyrus",9.654,1078.07,-0.029822625,-0.099338449
"387","Pteropus_melanotus","Chiroptera","Pteropodidae","Pteropus","melanotus",10.6,1261.4,-0.040378924,-0.113995123
"388","Tylonycteris_pachypus","Chiroptera","Vespertilionidae","Tylonycteris","pachypus",0.077,4.6,-0.350605998,-0.277649702
"389","Craseonycteris_thonglongyai","Chiroptera","Craseonycteridae","Craseonycteris","thonglongyai",0.087,2.56,-0.106687315,-0.018430007
"390","Glischropus_tylopus","Chiroptera","Vespertilionidae","Glischropus","tylopus",0.099,4.95,-0.265347274,-0.194305566
"391","Neoromicia_nanus","Chiroptera","Vespertilionidae","Neoromicia","nanus",0.1,3.9,-0.18332631,-0.106059987
"392","Myotis_siligorensis","Chiroptera","Vespertilionidae","Myotis","siligorensis",0.103,3.46,-0.131497346,-0.051105596
"393","Pipistrellus_coromandra","Chiroptera","Vespertilionidae","Pipistrellus","coromandra",0.105,4.6,-0.215907424,-0.142951128
"394","Rhogeessa_tumida","Chiroptera","Vespertilionidae","Rhogeessa","tumida",0.1055,5.05,-0.244244703,-0.173725187
"395","Pipistrellus_papuanus","Chiroptera","Vespertilionidae","Pipistrellus","papuanus",0.11,3.34,-0.091444555,-0.0990197
"396","Rhogeessa_parvula","Chiroptera","Vespertilionidae","Rhogeessa","parvula",0.111,4.35,-0.173572146,-0.09915688
"397","Pipistrellus_tenuis","Chiroptera","Vespertilionidae","Pipistrellus","tenuis",0.113,5.2,-0.223952781,-0.154197479
"398","Kerivoula_phalaena","Chiroptera","Vespertilionidae","Kerivoula","phalaena",0.116,3,-0.033410021,-0.276334758
"399","Tylonycteris_robustula","Chiroptera","Vespertilionidae","Tylonycteris","robustula",0.116,7.6,-0.336182059,0.050706307
"400","Pipistrellus_javanicus","Chiroptera","Vespertilionidae","Pipistrellus","javanicus",0.119,4.5,-0.154390708,-0.080860569
"401","Vespadelus_pumilus","Chiroptera","Vespertilionidae","Vespadelus","pumilus",0.122,5.45,-0.205966404,-0.137437089
"402","Myotis_muricola","Chiroptera","Vespertilionidae","Myotis","muricola",0.125,4.95,-0.164072455,-0.117067685
"403","Pipistrellus_subflavus","Chiroptera","Vespertilionidae","Pipistrellus","subflavus",0.125,5.3,-0.186325663,-0.093030747
"404","Myotis_albescens","Chiroptera","Vespertilionidae","Myotis","albescens",0.126,4,-0.091202379,-0.014597072
"405","Furipterus_horrens","Chiroptera","Furipteridae","Furipterus","horrens",0.127,3.43,-0.037694339,-0.048672678
"406","Saccopteryx_canescens","Chiroptera","Emballonuridae","Saccopteryx","canescens",0.13,3.4,-0.024693279,0.056155195
"407","Myotis_yumanensis","Chiroptera","Vespertilionidae","Myotis","yumanensis",0.13,4.6,-0.123153371,-0.050197074
"408","Hypsugo_crassulus","Chiroptera","Vespertilionidae","Hypsugo","crassulus",0.132,6.1,-0.20845264,-0.142865082
"409","Myotis_fortidens","Chiroptera","Vespertilionidae","Myotis","fortidens",0.1325,4.35,-0.096679246,-0.022263981
"410","Aselliscus_tricuspidatus","Chiroptera","Hipposideridae","Aselliscus","tricuspidatus",0.134,4.4,-0.095512925,-0.021396049
"411","Hypsugo_imbricatus","Chiroptera","Vespertilionidae","Hypsugo","imbricatus",0.137,6.8,-0.227690638,-0.164939374
"412","Hypsugo_pulveratus","Chiroptera","Vespertilionidae","Hypsugo","pulveratus",0.143,5.3,-0.127899639,-0.146323904
"413","Scotozous_dormeri","Chiroptera","Vespertilionidae","Scotozous","dormeri",0.143,6.8,-0.209075168,-0.058641661
"414","Glauconycteris_beatrix","Chiroptera","Vespertilionidae","Glauconycteris","beatrix",0.144,5.5,-0.13693841,-0.068647534
"415","Peropteryx_trinitatis","Chiroptera","Emballonuridae","Peropteryx","trinitatis",0.1495,5,-0.08961491,-0.018835603
"416","Aselliscus_stoliczkanus","Chiroptera","Hipposideridae","Aselliscus","stoliczkanus",0.15,4.9,-0.08158434,-0.010277566
"417","Hipposideros_halophyllus","Chiroptera","Hipposideridae","Hipposideros","halophyllus",0.152,4,-0.009729336,0.066875971
"418","Peropteryx_macrotis","Chiroptera","Emballonuridae","Peropteryx","macrotis",0.1566,5.4,-0.094532392,-0.025762443
"419","Eptesicus_pachyotis","Chiroptera","Vespertilionidae","Eptesicus","pachyotis",0.158,6.6,-0.156030296,-0.20550992
"420","Hesperoptenus_blanfordi","Chiroptera","Vespertilionidae","Hesperoptenus","blanfordi",0.158,7.3,-0.188864791,-0.127965989
"421","Scotorepens_sanborni","Chiroptera","Vespertilionidae","Scotorepens","sanborni",0.158,9.1,-0.260654351,-0.092499608
"422","Saccopteryx_leptura","Chiroptera","Emballonuridae","Saccopteryx","leptura",0.1605,4.9,-0.052200562,0.019106212
"423","Myotis_lucifugus","Chiroptera","Vespertilionidae","Myotis","lucifugus",0.16133,8,-0.209632364,-0.151124267
"424","Emballonura_monticola","Chiroptera","Emballonuridae","Emballonura","monticola",0.163,5.4,-0.077136545,-0.008366596
"425","Rhinolophus_pusillus","Chiroptera","Rhinolophidae","Rhinolophus","pusillus",0.164,4.7,-0.029257959,0.043136837
"426","Pipistrellus_kuhlii","Chiroptera","Vespertilionidae","Pipistrellus","kuhlii",0.166,6.3,-0.119426616,-0.054681349
"427","Nyctophilus_geoffroyi","Chiroptera","Vespertilionidae","Nyctophilus","geoffroyi",0.167,7.2,-0.160312593,-0.099053664
"428","Miniopterus_australis","Chiroptera","Vespertilionidae","Miniopterus","australis",0.17,7.1,-0.14802449,-0.114943011
"429","Lasiurus_borealis","Chiroptera","Vespertilionidae","Lasiurus","borealis",0.17,7.7,-0.174449015,-0.086400398
"430","Myotis_montivagus","Chiroptera","Vespertilionidae","Myotis","montivagus",0.17,8.3,-0.198889766,-0.141342836
"431","Myotis_riparius","Chiroptera","Vespertilionidae","Myotis","riparius",0.173,7.95,-0.177259232,-0.118587444
"432","Emballonura_raffrayana","Chiroptera","Emballonuridae","Emballonura","raffrayana",0.174,5.9,-0.077618856,-0.011160925
"433","Cyttarops_alecto","Chiroptera","Emballonuridae","Cyttarops","alecto",0.175,5.3,-0.040197627,0.02906035
"434","Molossops_temminckii","Chiroptera","Molossidae","Molossops","temminckii",0.181,6.8,-0.10673263,-0.043981367
"435","Pipistrellus_ceylonicus","Chiroptera","Vespertilionidae","Pipistrellus","ceylonicus",0.182,10.1,-0.233200348,-0.180778043
"436","Barbastella_barbastellus","Chiroptera","Vespertilionidae","Barbastella","barbastellus",0.184,6,-0.05882476,0.007194357
"437","Emballonura_semicaudata","Chiroptera","Emballonuridae","Emballonura","semicaudata",0.184,7,-0.109035314,-0.047040879
"438","Chalinolobus_morio","Chiroptera","Vespertilionidae","Chalinolobus","morio",0.1845,8.35,-0.165298622,-0.107908502
"439","Cynomops_planirostris","Chiroptera","Molossidae","Cynomops","planirostris",0.185,7.25,-0.118111489,-0.057033245
"440","Phoniscus_atrox","Chiroptera","Vespertilionidae","Phoniscus","atrox",0.188,4.2,0.066692805,0.142024261
"441","Myotis_hasseltii","Chiroptera","Vespertilionidae","Myotis","hasseltii",0.188,7.5,-0.122167912,-0.061974795
"442","Rhinolophus_lepidus","Chiroptera","Rhinolophidae","Rhinolophus","lepidus",0.18833,5.6,-0.026250453,0.041569983
"443","Eptesicus_furinalis","Chiroptera","Vespertilionidae","Eptesicus","furinalis",0.1895,7.6,-0.123030834,-0.063183533
"444","Neoromicia_flavescens","Chiroptera","Vespertilionidae","Neoromicia","flavescens",0.19,10.5,-0.227169196,-0.17576095
"445","Rhinolophus_cornutus","Chiroptera","Rhinolophidae","Rhinolophus","cornutus",0.194,6.6,-0.066885653,-0.003354966
"446","Myotis_horsfieldii","Chiroptera","Vespertilionidae","Myotis","horsfieldii",0.197,6.3,-0.045068478,0.019676789
"447","Hipposideros_ater","Chiroptera","Hipposideridae","Hipposideros","ater",0.198,5.83,-0.017615285,0.049154262
"448","Eptesicus_brasiliensis","Chiroptera","Vespertilionidae","Eptesicus","brasiliensis",0.19833,9.03,-0.159407771,-0.104061728
"449","Myotis_bocagii","Chiroptera","Vespertilionidae","Myotis","bocagii",0.2,7.3,-0.086491883,-0.095318187
"450","Myotis_velifer","Chiroptera","Vespertilionidae","Myotis","velifer",0.2,8.9,-0.151042836,-0.02559308
"451","Rhinolophus_malayanus","Chiroptera","Rhinolophidae","Rhinolophus","malayanus",0.202,6.4,-0.03931295,0.025021147
"452","Kerivoula_pellucida","Chiroptera","Vespertilionidae","Kerivoula","pellucida",0.203,4.1,0.107880141,0.183840754
"453","Glauconycteris_poensis","Chiroptera","Vespertilionidae","Glauconycteris","poensis",0.205,8.6,-0.129150202,-0.072530307
"454","Rhinolophus_macrotis","Chiroptera","Rhinolophidae","Rhinolophus","macrotis",0.208,6.3,-0.021471369,0.043273898
"455","Hipposideros_cervinus","Chiroptera","Hipposideridae","Hipposideros","cervinus",0.214,7.3,-0.057108105,0.003790697
"456","Eptesicus_fuscus","Chiroptera","Vespertilionidae","Eptesicus","fuscus",0.21433,11.23,-0.196732877,-0.147079492
"457","Miniopterus_pusillus","Chiroptera","Vespertilionidae","Miniopterus","pusillus",0.216,8.6,-0.106450311,-0.049830417
"458","Murina_tubinaris","Chiroptera","Vespertilionidae","Murina","tubinaris",0.217,5.45,0.0441335,0.112662814
"459","Cormura_brevirostris","Chiroptera","Emballonuridae","Cormura","brevirostris",0.219,8.2,-0.084946356,-0.027082953
"460","Mormopterus_jugularis","Chiroptera","Molossidae","Mormopterus","jugularis",0.22,11.5,-0.193131794,0.02310435
"461","Myotis_annectans","Chiroptera","Vespertilionidae","Myotis","annectans",0.221,9.8,-0.139057899,-0.085848335
"462","Thyroptera_tricolor","Chiroptera","Thyropteridae","Thyroptera","tricolor",0.23,4.5,0.131790167,0.205320305
"463","Myotis_daubentonii","Chiroptera","Vespertilionidae","Myotis","daubentonii",0.23,7.75,-0.045278353,0.014058662
"464","Eptesicus_dimissus","Chiroptera","Vespertilionidae","Eptesicus","dimissus",0.231,15,-0.258488355,-0.216392448
"465","Hipposideros_pomona","Chiroptera","Hipposideridae","Hipposideros","pomona",0.233,6.2,0.03303291,-0.193365182
"466","Rhinolophus_thomasi","Chiroptera","Rhinolophidae","Rhinolophus","thomasi",0.233,9,-0.088356321,0.098195926
"467","Mormopterus_beccarii","Chiroptera","Molossidae","Mormopterus","beccarii",0.233,14.2,-0.236892064,-0.032923393
"468","Pteronotus_personatus","Chiroptera","Mormoopidae","Pteronotus","personatus",0.234,7.8,-0.039885026,0.019284087
"469","Hipposideros_fulvus","Chiroptera","Hipposideridae","Hipposideros","fulvus",0.236,7,-0.000941134,0.061053301
"470","Plecotus_auritus","Chiroptera","Vespertilionidae","Plecotus","auritus",0.238,6.6,0.021889574,0.085420262
"471","Nycteris_nana","Chiroptera","Nycteridae","Nycteris","nana",0.239,6.95,0.006879712,0.069061307
"472","Myotis_altarium","Chiroptera","Vespertilionidae","Myotis","altarium",0.24,11,-0.140864234,-0.090670568
"473","Chalinolobus_gouldii","Chiroptera","Vespertilionidae","Chalinolobus","gouldii",0.24,11.7,-0.160959301,-0.143990764
"474","Asellia_tridens","Chiroptera","Hipposideridae","Asellia","tridens",0.24,12.8,-0.190227651,-0.112376377
"475","Rhinolophus_clivosus","Chiroptera","Rhinolophidae","Rhinolophus","clivosus",0.242,20.1,-0.333614445,-0.299159777
"476","Natalus_tumidirostris","Chiroptera","Natalidae","Natalus","tumidirostris",0.245,6.9,0.019999702,0.082369809
"477","Rhinonicteris_aurantia","Chiroptera","Hipposideridae","Rhinonicteris","aurantia",0.249,8.65,-0.046592975,0.009875564
"478","Nyctophilus_timoriensis","Chiroptera","Vespertilionidae","Nyctophilus","timoriensis",0.254,10.9,-0.113267091,-0.062834987
"479","Myotis_adversus","Chiroptera","Vespertilionidae","Myotis","adversus",0.2545,11.25,-0.122707634,-0.073100706
"480","Rhinolophus_capensis","Chiroptera","Rhinolophidae","Rhinolophus","capensis",0.256,12.8,-0.162198928,-0.115962041
"481","Murina_huttoni","Chiroptera","Vespertilionidae","Murina","huttoni",0.258,8.8,-0.036772591,0.019247075
"482","Coleura_afra","Chiroptera","Emballonuridae","Coleura","afra",0.2585,11.5,-0.123093928,-0.074060842
"483","Rhinolophus_coelophyllus","Chiroptera","Rhinolophidae","Rhinolophus","coelophyllus",0.259,7.7,0.008401827,0.067907832
"484","Myotis_tricolor","Chiroptera","Vespertilionidae","Myotis","tricolor",0.259,13.6,-0.176886015,-0.132231961
"485","Myotis_bechsteinii","Chiroptera","Vespertilionidae","Myotis","bechsteinii",0.26,9,-0.040738894,0.014694034
"486","Rhinolophus_megaphyllus","Chiroptera","Rhinolophidae","Rhinolophus","megaphyllus",0.2605,9.8,-0.067642445,-0.014432881
"487","Hipposideros_ruber","Chiroptera","Hipposideridae","Hipposideros","ruber",0.265,7.3,0.035723996,-0.060202722
"488","Murina_cyclotis","Chiroptera","Vespertilionidae","Murina","cyclotis",0.265,7.88,0.010821249,0.096622798
"489","Miniopterus_fuscus","Chiroptera","Vespertilionidae","Miniopterus","fuscus",0.265,11.4,-0.109463833,0.069723944
"490","Rhinolophus_paradoxolophus","Chiroptera","Rhinolophidae","Rhinolophus","paradoxolophus",0.267,9.3,-0.039881409,0.014695418
"491","Hipposideros_ridleyi","Chiroptera","Hipposideridae","Hipposideros","ridleyi",0.269,9.65,-0.048673774,0.004938503
"492","Miniopterus_schreibersii","Chiroptera","Vespertilionidae","Miniopterus","schreibersii",0.2703,11.78,-0.111544089,-0.063139079
"493","Triaenops_persicus","Chiroptera","Hipposideridae","Triaenops","persicus",0.2705,13.7,-0.160404775,-0.115941996
"494","Miniopterus_medius","Chiroptera","Vespertilionidae","Miniopterus","medius",0.27122,11.71,-0.108127109,-0.059566491
"495","Micronycteris_megalotis","Chiroptera","Phyllostomidae","Micronycteris","megalotis",0.274,6.5,0.08803616,0.151965462
"496","Chaerephon_pumilus","Chiroptera","Molossidae","Chaerephon","pumilus",0.274,12.09,-0.114100408,-0.066373585
"497","Rhinopoma_hardwickii","Chiroptera","Rhinopomatidae","Rhinopoma","hardwickii",0.275,12.9,-0.133641028,-0.087607323
"498","Rhinolophus_landeri","Chiroptera","Rhinolophidae","Rhinolophus","landeri",0.276,9.65,-0.037516972,0.016095305
"499","Rhinolophus_robinsoni","Chiroptera","Rhinolophidae","Rhinolophus","robinsoni",0.2785,8.5,0.007730816,0.064656079
"500","Nycteris_thebaica","Chiroptera","Nycteridae","Nycteris","thebaica",0.2785,8.95,-0.009072421,0.046505961
"501","Hipposideros_galeritus","Chiroptera","Hipposideridae","Hipposideros","galeritus",0.279,10.4,-0.057201595,-0.005543503
"502","Nycteris_hispida","Chiroptera","Nycteridae","Nycteris","hispida",0.284,7.8,0.044217456,-0.033203049
"503","Hipposideros_speoris","Chiroptera","Hipposideridae","Hipposideros","speoris",0.284,11.5,-0.082236135,0.103386569
"504","Molossus_molossus","Chiroptera","Molossidae","Molossus","molossus",0.28467,13.23,-0.126859696,-0.08148549
"505","Rhinolophus_stheno","Chiroptera","Rhinolophidae","Rhinolophus","stheno",0.285,8.5,0.017750477,0.07467574
"506","Micronycteris_minuta","Chiroptera","Phyllostomidae","Micronycteris","minuta",0.286,6.9,0.087199651,0.149569758
"507","Ametrida_centurio","Chiroptera","Phyllostomidae","Ametrida","centurio",0.29,10.5,-0.043524799,0.007883447
"508","Cynomops_greenhalli","Chiroptera","Molossidae","Cynomops","greenhalli",0.3,17.5,-0.195189635,-0.15711841
"509","Rhinolophus_acuminatus","Chiroptera","Rhinolophidae","Rhinolophus","acuminatus",0.302,12.1,-0.072113332,-0.024408096
"510","Micronycteris_schmidtorum","Chiroptera","Phyllostomidae","Micronycteris","schmidtorum",0.308,7.8,0.079449833,0.138618946
"511","Rhinolophus_mehelyi","Chiroptera","Rhinolophidae","Rhinolophus","mehelyi",0.31,9.7,0.011252308,0.064729657
"512","Kerivoula_papillosa","Chiroptera","Vespertilionidae","Kerivoula","papillosa",0.31,10.1,-0.001910042,0.050512263
"513","Myotis_dasycneme","Chiroptera","Vespertilionidae","Myotis","dasycneme",0.31,15,-0.130738641,-0.088642734
"514","Macrophyllum_macrophyllum","Chiroptera","Phyllostomidae","Macrophyllum","macrophyllum",0.321,8.6,0.06560097,0.122220864
"515","Miniopterus_magnater","Chiroptera","Vespertilionidae","Miniopterus","magnater",0.324,15,-0.111555325,-0.069459418
"516","Miniopterus_inflatus","Chiroptera","Vespertilionidae","Miniopterus","inflatus",0.3265,15.05,-0.10930109,-0.067292068
"517","Rhinolophus_pearsonii","Chiroptera","Rhinolophidae","Rhinolophus","pearsonii",0.332,13.9,-0.076154679,-0.032070294
