"","Binomial","order","family","genus","species","Mean_brain_mass_g","Mean_body_mass_g","Brain.resid","T_resid"
"969","Chiropotes_satanas","Primates","Pitheciidae","Chiropotes","satanas",48.3303075,3030,0.333089792,0.053630545
"970","Alouatta_pigra","Primates","Atelidae","Alouatta","pigra",51.125,8915,0.005991282,-0.294321299
"971","Procolobus_verus","Primates","Cercopithecidae","Procolobus","verus",52.60038807,4450,0.244669993,-0.042216055
"972","Alouatta_belzebul","Primates","Atelidae","Alouatta","belzebul",52.84375,6395,0.128563184,-0.165329783
"973","Cercopithecus_petaurista","Primates","Cercopithecidae","Cercopithecus","petaurista",55.0765687,3609.090909,0.33287019,0.050031403
"974","Chiropotes_israelita","Primates","Pitheciidae","Chiropotes","israelita",55.13476114,2273.733333,0.483823916,0.209913194
"975","Chiropotes_chiropotes","Primates","Pitheciidae","Chiropotes","chiropotes",57.0429933,2740,0.437841891,0.160326674
"976","Piliocolobus_kirkii","Primates","Cercopithecidae","Piliocolobus","kirkii",57.25,5630,0.204844543,-0.086586482
"977","Allenopithecus_nigroviridis","Primates","Cercopithecidae","Allenopithecus","nigroviridis",58.02104036,4655,0.272596666,-0.015159668
"978","Cercopithecus_pogonias","Primates","Cercopithecidae","Cercopithecus","pogonias",59.56481481,3580,0.369529231,0.08684683
"979","Presbytis_siamensis","Primates","Cercopithecidae","Presbytis","siamensis",60.9420844,5876.464286,0.218030449,-0.074228506
"980","Alouatta_macconnelli","Primates","Atelidae","Alouatta","macconnelli",61.33078407,6398.31,0.193079524,-0.100823443
"981","Cercopithecus_wolfi","Primates","Cercopithecidae","Cercopithecus","wolfi",61.45,3390,0.400823982,0.119195345
"982","Chlorocebus_pygerythrus","Primates","Cercopithecidae","Chlorocebus","pygerythrus",62.57741972,4323.523333,0.329490436,0.043161549
"983","Cebus_albifrons","Primates","Cebidae","Cebus","albifrons",62.95,1620,0.651813554,0.384453422
"984","Chlorocebus_aethiops","Primates","Cercopithecidae","Chlorocebus","aethiops",64.13,3452.67,0.41339675,0.131414147
"985","Cebus_libidinosus","Primates","Cebidae","Cebus","libidinosus",64.68541627,2509.779135,0.521032518,0.245213188
"986","Chlorocebus_sabaeus","Primates","Cercopithecidae","Chlorocebus","sabaeus",64.91330945,4311.8,0.346290943,0.060014523
"987","Cercopithecus_doggetti","Primates","Cercopithecidae","Cercopithecus","doggetti",65.35648964,6350.333333,0.223141314,-0.070616214
"988","Cercopithecus_hamlyni","Primates","Cercopithecidae","Cercopithecus","hamlyni",65.9,4425,0.344401528,0.057624345
"989","Cebus_xanthosternos","Primates","Cebidae","Cebus","xanthosternos",66.08735914,2440.47619,0.53946532,0.264187077
"990","Macaca_fascicularis","Primates","Cercopithecidae","Macaca","fascicularis",66.93,3109.45,0.466060269,0.186100869
"991","Cebus_nigritus","Primates","Cebidae","Cebus","nigritus",67.06601569,2730.833333,0.509233626,0.231783164
"992","Cercopithecus_albogularis","Primates","Cercopithecidae","Cercopithecus","albogularis",70.09979995,5619.835417,0.293374435,0.001978328
"993","Cebus_capucinus","Primates","Cebidae","Cebus","capucinus",70.14,2104.88,0.613498552,0.341078917
"994","Piliocolobus_tephrosceles","Primates","Cercopithecidae","Piliocolobus","tephrosceles",70.95189469,8408.8,0.167362626,-0.131820373
"995","Presbytis_rubicunda","Primates","Cercopithecidae","Presbytis","rubicunda",71.01506525,6265.597403,0.263578654,-0.029919294
"996","Cercopithecus_nictitans","Primates","Cercopithecidae","Cercopithecus","nictitans",71.125,5465,0.308780092,0.017923849
"997","Cebus_apella","Primates","Cebidae","Cebus","apella",71.3,2589,0.553193168,0.276773324
"998","Presbytis_chrysomelas","Primates","Cercopithecidae","Presbytis","chrysomelas",72.11214505,6718.666667,0.247495912,-0.047351118
"999","Trachypithecus_phayrei","Primates","Cercopithecidae","Trachypithecus","phayrei",72.84012102,7474.916667,0.217115391,-0.07979274
"1000","Presbytis_thomasi","Primates","Cercopithecidae","Presbytis","thomasi",72.9324425,6730,0.251859274,-0.043020324
"1001","Colobus_vellerosus","Primates","Cercopithecidae","Colobus","vellerosus",73.07082038,7820,0.203788282,-0.093991947
"1002","Presbytis_femoralis","Primates","Cercopithecidae","Presbytis","femoralis",73.73566609,6847.877778,0.250960369,-0.044254754
"1003","Cercopithecus_lhoesti","Primates","Cercopithecidae","Cercopithecus","lhoesti",74.2,4710,0.375589108,0.087605801
"1004","Colobus_satanas","Primates","Cercopithecidae","Colobus","satanas",74.9,8910,0.172022513,-0.128279227
"1005","Presbytis_frontata","Primates","Cercopithecidae","Presbytis","frontata",81.016855,5615,0.356513416,0.065133943
"1006","Macaca_cyclopis","Primates","Cercopithecidae","Macaca","cyclopis",82,5470,0.370273792,0.079399878
"1007","Pygathrix_nigripes","Primates","Cercopithecidae","Pygathrix","nigripes",82.74758167,10333.32,0.16702393,-0.136141532
"1008","Semnopithecus_priam","Primates","Cercopithecidae","Semnopithecus","priam",83.06847425,8561.571429,0.229970213,-0.069560705
"1009","Hylobates_pileatus","Primates","Hylobatidae","Hylobates","pileatus",84.68518519,5470,0.384267382,0.093393467
"1010","Macaca_silenus","Primates","Cercopithecidae","Macaca","silenus",85,7500,0.283072467,-0.013900399
"1011","Macaca_leonina","Primates","Cercopithecidae","Macaca","leonina",85.59808114,5641.583333,0.378863616,0.087392874
"1012","Macaca_mulatta","Primates","Cercopithecidae","Macaca","mulatta",87.99,4612.78,0.456412207,0.168831933
"1013","Hylobates_klossii","Primates","Hylobatidae","Hylobates","klossii",87.9912525,5795,0.382099681,0.090110478
"1014","Hylobates_agilis","Primates","Hylobatidae","Hylobates","agilis",88.1,5528.75,0.397956097,0.106875747
"1015","Semnopithecus_dussumieri","Primates","Cercopithecidae","Semnopithecus","dussumieri",90.09252244,10664.29167,0.19368817,-0.110086508
"1016","Hylobates_lar","Primates","Hylobatidae","Hylobates","lar",93.99,5550,0.424812304,0.133657826
"1017","Trachypithecus_francoisi","Primates","Cercopithecidae","Trachypithecus","francoisi",94.4,9100,0.26563986,-0.035069608
"1018","Macaca_maura","Primates","Cercopithecidae","Macaca","maura",94.48,6846,0.358711976,0.063502152
"1019","Hylobates_muelleri","Primates","Hylobatidae","Hylobates","muelleri",95.31,5954.88,0.407933889,0.115418787
"1020","Macaca_ochreata","Primates","Cercopithecidae","Macaca","ochreata",97.98,3400,0.602480107,0.320794552
"1021","Ateles_chamek","Primates","Atelidae","Ateles","chamek",99,9370,0.276779324,-0.024495136
"1022","Cercocebus_galeritus","Primates","Cercopithecidae","Cercocebus","galeritus",99.07042,7435,0.35243279,0.055628124
"1023","Lagothrix_cana","Primates","Atelidae","Lagothrix","cana",99.3440883,8215,0.321135569,0.022403135
"1024","Erythrocebus_patas","Primates","Cercopithecidae","Erythrocebus","patas",100.2,7376,0.35995158,0.063300865
"1025","Macaca_arctoides","Primates","Cercopithecidae","Macaca","arctoides",100.7,7630,0.351085505,0.053780569
"1026","Lophocebus_aterrimus","Primates","Cercopithecidae","Lophocebus","aterrimus",101.59092,6800,0.392422992,0.097343445
"1027","Ateles_hybridus","Primates","Atelidae","Ateles","hybridus",103.0541476,7862.25,0.351354686,0.053470337
"1028","Trachypithecus_pileatus","Primates","Cercopithecidae","Trachypithecus","pileatus",103.6408481,11793.5,0.221747058,-0.083972479
"1029","Ateles_geoffroyi","Primates","Atelidae","Ateles","geoffroyi",104.96,5774,0.45986651,0.167947458
"1030","Cercocebus_torquatus","Primates","Cercopithecidae","Cercocebus","torquatus",105.9883346,7485,0.37956371,0.082629529
"1031","Ateles_paniscus","Primates","Atelidae","Ateles","paniscus",108.96,3430,0.645748338,0.36389303
"1032","Bunopithecus_hoolock","Primates","Hylobatidae","Bunopithecus","hoolock",110.6803571,6728.25,0.433093776,0.138219203
"1033","Aotus_lemurinus","Primates","Aotidae","Aotus","lemurinus",113.5,9026.5,0.348305256,0.047752496
"1034","Ateles_fusciceps","Primates","Atelidae","Ateles","fusciceps",113.6,9026.5,0.348687726,0.048134966
"1035","Rhinopithecus_roxellana","Primates","Cercopithecidae","Rhinopithecus","roxellana",117.75699,14750,0.204340144,-0.105701943
"1036","Nomascus_gabriellae","Primates","Hylobatidae","Nomascus","gabriellae",119.375,7365,0.436483365,0.139861489
"1037","Semnopithecus_schistaceus","Primates","Cercopithecidae","Semnopithecus","schistaceus",129.2495323,17000,0.198539327,-0.114246115
"1038","Semnopithecus_ajax","Primates","Cercopithecidae","Semnopithecus","ajax",132.0574198,16329.75,0.220975314,-0.091032847
"1039","Symphalangus_syndactylus","Primates","Hylobatidae","Symphalangus","syndactylus",134.8,12172,0.325616473,0.019286514
"1040","Papio_papio","Primates","Cercopithecidae","Papio","papio",142.5,18026.05,0.221836298,-0.092081586
"1041","Mandrillus_leucophaeus","Primates","Cercopithecidae","Mandrillus","leucophaeus",148,15000,0.298140684,-0.012226175
"1042","Pan_paniscus","Primates","Hominidae","Pan","paniscus",329.7,39700,0.328970563,-0.000203824
"1043","Pongo_pygmaeus","Primates","Hominidae","Pongo","pygmaeus",341.99,54229.04,0.243283032,-0.091917669
"1044","Pan_troglodytes","Primates","Hominidae","Pan","troglodytes",354.81,60433.16,0.223982611,-0.113311233
"1045","Gorilla_gorilla","Primates","Hominidae","Gorilla","gorilla",454.55,120975,0.105501097,-0.245204106
"1046","Homo_sapiens","Primates","Hominidae","Homo","sapiens",1250.43,65142.86,0.746602281,0.407858314
"1047","Pongo_abelii","Primates","Hominidae","Pongo","abelii",389.495,62815,0.251897485,-0.086143324
"1048","Gorilla_beringei","Primates","Hominidae","Gorilla","beringei",491.27,130000,0.115803672,-0.236291863
"1049","Callithrix_pygmaea","Primates","Cebidae","Callithrix","pygmaea",4.64,134.75,0.329332932,0.110025576
"1050","Galago_senegalensis","Primates","Galagidae","Galago","senegalensis",5.9,300.33,0.172612105,-0.062182232
"1051","Loris_tardigradus","Primates","Lorisidae","Loris","tardigradus",6,322,0.157218268,-0.078922327
"1052","Perodicticus_potto","Primates","Lorisidae","Perodicticus","potto",12.07,929.33,0.115535548,-0.141086206
"1053","Tarsius_bancanus","Primates","Tarsiidae","Tarsius","bancanus",2.7,77.6,0.273930658,0.06528702
"1054","Nycticebus_pygmaeus","Primates","Lorisidae","Nycticebus","pygmaeus",7.8,480,0.1411214,-0.102733783
"1055","Saimiri_boliviensis","Primates","Cebidae","Saimiri","boliviensis",24.06,750,0.484956064,0.232477076
"1056","Colobus_guereza","Primates","Cercopithecidae","Colobus","guereza",83.9,10281.25,0.174676065,-0.128391779
"1057","Cercocebus_agilis","Primates","Cercopithecidae","Cercocebus","agilis",95.3,4700,0.484970397,0.19702816
"1058","Macaca_nigra","Primates","Cercopithecidae","Macaca","nigra",97.5,3452,0.595403339,0.313424487
"1059","Theropithecus_gelada","Primates","Cercopithecidae","Theropithecus","gelada",130,7710,0.458601975,0.161095489
"1060","Mandrillus_sphinx","Primates","Cercopithecidae","Mandrillus","sphinx",159.2,11500,0.416367892,0.111135334
"1061","Tarsius_dentatus","Primates","Tarsiidae","Tarsius","dentatus",2.995447,113,0.196614866,-0.019290917
"1062","Phaner_electromontis","Primates","Cheirogaleidae","Phaner","electromontis",7.2,400,0.165745774,-0.074586327
"1063","Hapalemur_occidentalis","Primates","Lemuridae","Hapalemur","occidentalis",14.2,1202.71,0.102122626,-0.159482041
"1064","Callicebus_regulus","Primates","Pitheciidae","Callicebus","regulus",23,1129.785,0.331936143,0.071540158
"1065","Varecia_rubra","Primates","Lemuridae","Varecia","rubra",31.08391333,3470,0.097240382,-0.184838969
"1066","Presbytis_potenziani","Primates","Cercopithecidae","Presbytis","potenziani",57,4817,0.253743187,-0.034674191
"1067","Presbytis_natunae","Primates","Cercopithecidae","Presbytis","natunae",57.19,5065,0.238836175,-0.050551294
"1068","Alouatta_sara","Primates","Atelidae","Alouatta","sara",59.08333333,6611.04,0.166212518,-0.128322463
"1069","Presbytis_hosei","Primates","Cercopithecidae","Presbytis","hosei",60,5630,0.225220303,-0.066210723
"1070","Trachypithecus_auratus","Primates","Cercopithecidae","Trachypithecus","auratus",63.6,9525,0.07925715,-0.222334346
"1071","Macaca_tonkeana","Primates","Cercopithecidae","Macaca","tonkeana",93.7,9000,0.266006652,-0.034489295
"1072","Macaca_hecki","Primates","Cercopithecidae","Macaca","hecki",94.6,6800,0.361459235,0.066379688
"1073","Nycticebus_coucang","Primates","Lorisidae","Nycticebus","coucang",12.74,655.5,0.252696698,0.002820093
"1074","Alouatta_palliata","Primates","Atelidae","Alouatta","palliata",50.04,5952,0.128270291,-0.164235463
"1075","Cercopithecus_mona","Primates","Cercopithecidae","Cercopithecus","mona",67,3001,0.47807754,0.198804128
"1076","Colobus_angolensis","Primates","Cercopithecidae","Colobus","angolensis",74.4,9670,0.142451808,-0.159431634
"1077","Papio_hamadryas","Primates","Cercopithecidae","Papio","hamadryas",142,12020,0.35230807,0.046220935
"1078","Galago_granti","Primates","Galagidae","Galago","granti",4.073808,181.85,0.175176211,-0.049923559
"1079","Cheirogaleus_sibreei","Primates","Cheirogaleidae","Cheirogaleus","sibreei",4.4,420.11,-0.064111463,-0.30539142
"1080","Callithrix_aurita","Primates","Cebidae","Callithrix","aurita",7.2,429,0.142947589,-0.098737007
"1081","Pithecia_irrorata","Primates","Pitheciidae","Pithecia","irrorata",39.5,2308.17,0.334099272,0.059898082
"1082","Trachypithecus_germaini","Primates","Cercopithecidae","Trachypithecus","germaini",76,7071.5,0.253629598,-0.042206461
"1083","Lagothrix_poeppigii","Primates","Atelidae","Lagothrix","poeppigii",99.23,9072,0.288314629,-0.01233529
"1084","Hylobates_moloch","Primates","Hylobatidae","Hylobates","moloch",103,6577,0.409266226,0.114830998
"1085","Chlorocebus_cynosuros","Primates","Cercopithecidae","Chlorocebus","cynosuros",72,2920,0.518247673,0.239502989
"1086","Ateles_marginatus","Primates","Atelidae","Ateles","marginatus",97,3201,0.617759519,0.337239403
"1087","Microcebus_murinus","Primates","Cheirogaleidae","Microcebus","murinus",1.84,58,0.202210885,-0.000807226
"1088","Galago_demidoff","Primates","Galagidae","Galago","demidoff",3.38,81,0.357515993,0.148043731
"1089","Tarsius_tarsier","Primates","Tarsiidae","Tarsius","tarsier",3.4,126,0.216162741,-0.001847252
"1090","Galago_zanzibaricus","Primates","Galagidae","Galago","zanzibaricus",3.5,143,0.18752737,-0.032928251
"1091","Galago_alleni","Primates","Galagidae","Galago","alleni",5.85,273,0.199993297,-0.032957389
"1092","Arctocebus_aureus","Primates","Lorisidae","Arctocebus","aureus",5.877635065,210,0.287498349,0.059617445
"1093","Loris_lydekkerianus","Primates","Lorisidae","Loris","lydekkerianus",6.3,267,0.239416586,0.006895328
"1094","Phaner_furcifer","Primates","Cheirogaleidae","Phaner","furcifer",6.47,460,0.07379376,-0.169239025
"1095","Cheirogaleus_major","Primates","Cheirogaleidae","Cheirogaleus","major",6.8,450,0.102557446,-0.14005063
"1096","Callithrix_penicillata","Primates","Cebidae","Callithrix","penicillata",7.3,328,0.236376343,-0.000121002
"1097","Saguinus_fuscicollis","Primates","Cebidae","Saguinus","fuscicollis",7.9,401,0.205227076,-0.035153274
"1098","Callithrix_argentata","Primates","Cebidae","Callithrix","argentata",8,345,0.25968438,0.022210605
"1099","Callithrix_humeralifera","Primates","Cebidae","Callithrix","humeralifera",8.2,370,0.247621064,0.008795448
"1100","Saguinus_nigricollis","Primates","Cebidae","Saguinus","nigricollis",8.9,476,0.201142542,-0.042550937
"1101","Lepilemur_mustelinus","Primates","Lepilemuridae","Lepilemur","mustelinus",9.55991,777,0.072594322,-0.180568081
"1102","Avahi_laniger","Primates","Indridae","Avahi","laniger",10.49,1285,-0.050947083,-0.313830602
"1103","Saguinus_mystax","Primates","Cebidae","Saguinus","mystax",11.1,584,0.230470481,-0.017174317
"1104","Callimico_goeldii","Primates","Cebidae","Callimico","goeldii",11.4,484,0.30322853,0.059212986
"1105","Nycticebus_bengalensis","Primates","Lorisidae","Nycticebus","bengalensis",13.5,1060,0.121309721,-0.137854231
"1106","Hapalemur_griseus","Primates","Lemuridae","Hapalemur","griseus",14.1,709,0.271190993,0.019798325
"1107","Callicebus_cupreus","Primates","Pitheciidae","Callicebus","cupreus",17.1,815,0.309584043,0.055498989
"1108","Callicebus_moloch","Primates","Pitheciidae","Callicebus","moloch",19,900,0.323027561,0.067025493
"1109","Callicebus_torquatus","Primates","Pitheciidae","Callicebus","torquatus",19.1,980,0.297569397,0.039921787
"1110","Aotus_azarae","Primates","Aotidae","Aotus","azarae",20.7,1230,0.258496418,-0.003541806
"1111","Lemur_catta","Primates","Lemuridae","Lemur","catta",21.63,2090,0.104900122,-0.167382424
"1112","Eulemur_macaco","Primates","Lemuridae","Eulemur","macaco",22.6,2086.17,0.12454949,-0.147697613
"1113","Eulemur_mongoz","Primates","Lemuridae","Eulemur","mongoz",24.03,1559.33,0.24600444,-0.020618118
"1114","Eulemur_rubriventer","Primates","Lemuridae","Eulemur","rubriventer",24.9,1015,0.401305297,0.142979601
"1115","Eulemur_fulvus","Primates","Lemuridae","Eulemur","fulvus",25.8,2292,0.151411787,-0.122653555
"1116","Propithecus_verreauxi","Primates","Indridae","Propithecus","verreauxi",26.7,3480,0.030278618,-0.251856339
"1117","Prolemur_simus","Primates","Lemuridae","Prolemur","simus",27.14488333,2150,0.194312367,-0.078517106
"1118","Pithecia_pithecia","Primates","Pitheciidae","Pithecia","pithecia",32.6,1580,0.37417894,0.10730192
"1119","Miopithecus_talapoin","Primates","Cercopithecidae","Miopithecus","talapoin",34.8,1560,0.406689989,0.14005913
"1120","Pithecia_monachus","Primates","Pitheciidae","Pithecia","monachus",35,1500,0.421953911,0.156080932
"1121","Indri_indri","Primates","Indridae","Indri","indri",38.3,6250,-0.003761204,-0.297210989
"1122","Propithecus_edwardsi","Primates","Indridae","Propithecus","edwardsi",39.5,5682,0.040671495,-0.250937188
"1123","Daubentonia_madagascariensis","Primates","Daubentoniidae","Daubentonia","madagascariensis",45.15,2800,0.329241672,0.051307881
"1124","Alouatta_guariba","Primates","Atelidae","Alouatta","guariba",49.1,4550,0.207523931,-0.079791544
"1125","Alouatta_caraya","Primates","Atelidae","Alouatta","caraya",50.7,5012.5,0.189917867,-0.099268265
"1126","Cercopithecus_lowei","Primates","Cercopithecidae","Cercopithecus","lowei",51.2,2097,0.478024446,0.205677288
"1127","Cercopithecus_campbelli","Primates","Cercopithecidae","Cercopithecus","campbelli",54.4,2700,0.422028627,0.144797584
"1128","Cercopithecus_ascanius","Primates","Cercopithecidae","Cercopithecus","ascanius",54.9,2901,0.402613883,0.123995344
"1129","Trachypithecus_cristatus","Primates","Cercopithecidae","Trachypithecus","cristatus",55,6060,0.163458349,-0.129394889
"1130","Cercopithecus_diana","Primates","Cercopithecidae","Cercopithecus","diana",55.2,3900,0.308592071,0.024255318
"1131","Simias_concolor","Primates","Cercopithecidae","Simias","concolor",56.2,6800,0.135304414,-0.159775133
"1132","Macaca_sinica","Primates","Cercopithecidae","Macaca","sinica",58.15,1970,0.553653544,0.282513603
"1133","Presbytis_melalophos","Primates","Cercopithecidae","Presbytis","melalophos",59.2,6567,0.169246332,-0.125159493
"1134","Trachypithecus_obscurus","Primates","Cercopithecidae","Trachypithecus","obscurus",60,6765,0.165400198,-0.129579633
"1135","Trachypithecus_vetulus","Primates","Cercopithecidae","Trachypithecus","vetulus",60.4,5103,0.260118405,-0.029413496
"1136","Cercopithecus_neglectus","Primates","Cercopithecidae","Cercopithecus","neglectus",60.9,4130,0.332606031,0.047162028
"1137","Cacajao_melanocephalus","Primates","Pitheciidae","Cacajao","melanocephalus",64.9,2710,0.497470268,0.220167788
"1138","Cercopithecus_erythrotis","Primates","Cercopithecidae","Cercopithecus","erythrotis",65.4,3250,0.441617222,0.16080355
"1139","Macaca_radiata","Primates","Cercopithecidae","Macaca","radiata",69.4,3856,0.411708184,0.127590678
"1140","Colobus_polykomos","Primates","Cercopithecidae","Colobus","polykomos",70.2,8300,0.166977728,-0.131953617
"1141","Cebus_olivaceus","Primates","Cebidae","Cebus","olivaceus",72.5,2684.5,0.548643018,0.271523225
"1142","Cacajao_calvus","Primates","Pitheciidae","Cacajao","calvus",74.3,2880,0.536396805,0.257918655
"1143","Cercopithecus_mitis","Primates","Cercopithecidae","Cercopithecus","mitis",75,6300,0.285505863,-0.008097895
"1144","Cercopithecus_cephus","Primates","Cercopithecidae","Cercopithecus","cephus",76,3508.33,0.48194003,0.199648401
"1145","Pygathrix_nemaeus","Primates","Cercopithecidae","Pygathrix","nemaeus",77,7500,0.240144267,-0.056828599
"1146","Piliocolobus_badius","Primates","Cercopithecidae","Piliocolobus","badius",78,7000,0.268220769,-0.027418917
"1147","Presbytis_comata","Primates","Cercopithecidae","Presbytis","comata",80.3,6695,0.295352439,0.000573596
"1148","Trachypithecus_geei","Primates","Cercopithecidae","Trachypithecus","geei",81.3,9500,0.186746623,-0.114794089
"1149","Nasalis_larvatus","Primates","Cercopithecidae","Nasalis","larvatus",83.8,9730,0.192108098,-0.109894871
"1150","Trachypithecus_johnii","Primates","Cercopithecidae","Trachypithecus","johnii",84.6,11600,0.138975054,-0.166424807
"1151","Cercocebus_atys","Primates","Cercopithecidae","Cercocebus","atys",86.8,6200,0.354176018,0.060881442
"1152","Macaca_sylvanus","Primates","Cercopithecidae","Macaca","sylvanus",87.7,11200,0.166034364,-0.138687412
"1153","Semnopithecus_hypoleucos","Primates","Cercopithecidae","Semnopithecus","hypoleucos",88.3,10130,0.201702208,-0.101079253
"1154","Lagothrix_lagotricha","Primates","Atelidae","Lagothrix","lagotricha",89.35,3905,0.517330223,0.232968712
"1155","Macaca_assamensis","Primates","Cercopithecidae","Macaca","assamensis",90.5,3655,0.544434686,0.261351647
"1156","Lophocebus_albigena","Primates","Cercopithecidae","Lophocebus","albigena",96.8,5125,0.463555585,0.173940556
"1157","Macaca_fuscata","Primates","Cercopithecidae","Macaca","fuscata",96.8,8030,0.317287983,0.018995683
"1158","Macaca_nemestrina","Primates","Cercopithecidae","Macaca","nemestrina",110,4456,0.564634848,0.277722763
"1159","Semnopithecus_entellus","Primates","Cercopithecidae","Semnopithecus","entellus",111.5,7010,0.422936046,0.127268774
"1160","Ateles_belzebuth","Primates","Atelidae","Ateles","belzebuth",112.7,8484,0.365422541,0.0660675
"1161","Brachyteles_arachnoides","Primates","Atelidae","Brachyteles","arachnoides",119.4,8840,0.377114125,0.076964796
"1162","Papio_anubis","Primates","Cercopithecidae","Papio","anubis",152.4,13300,0.350044009,0.042001494
"1163","Papio_cynocephalus","Primates","Cercopithecidae","Papio","cynocephalus",156.1,12000,0.39396505,0.087910094
"1164","Papio_ursinus","Primates","Cercopithecidae","Papio","ursinus",165,14800,0.34973511,0.039627631
"1165","Loxodonta_africana","Proboscidea","Elephantidae","Loxodonta","africana",5436.4,4301340,0.020039032,NA
"1166","Elephas_maximus","Proboscidea","Elephantidae","Elephas","maximus",5211.25,2765457.5,0.145548448,NA
"1167","Micromys_minutus","Rodentia","Muridae","Micromys","minutus",0.29,6.4,0.117733679,0.007669805
"1168","Perognathus_flavus","Rodentia","Heteromyidae","Perognathus","flavus",0.31,8.4,0.058122076,-0.039293593
"1169","Mus_booduga","Rodentia","Muridae","Mus","booduga",0.31,14.6,-0.121934758,-0.193639019
"1170","Perognathus_longimembris","Rodentia","Heteromyidae","Perognathus","longimembris",0.33,8.15,0.09511567,-0.003705304
"1171","Reithrodontomys_megalotis","Rodentia","Cricetidae","Reithrodontomys","megalotis",0.4,10.7,0.089991279,0.003832095
"1172","Peromyscus_polionotus","Rodentia","Cricetidae","Peromyscus","polionotus",0.42,13.32,0.039839587,-0.036132384
"1173","Lagurus_lagurus","Rodentia","Cricetidae","Lagurus","lagurus",0.42,20.1,-0.09418052,-0.151014947
"1174","Otomys_angoniensis","Rodentia","Muridae","Otomys","angoniensis",0.42,95,-0.600080835,-0.584674686
"1175","Chaetodipus_penicillatus","Rodentia","Heteromyidae","Chaetodipus","penicillatus",0.46,16.25,0.014585677,-0.052138471
"1176","Napaeozapus_insignis","Rodentia","Dipodidae","Napaeozapus","insignis",0.48,23.2,-0.082907949,-0.133071032
"1177","Chaetodipus_formosus","Rodentia","Heteromyidae","Chaetodipus","formosus",0.49,18.1,0.006904695,-0.054804564
"1178","Zapus_princeps","Rodentia","Dipodidae","Zapus","princeps",0.5,24.5,-0.08293792,-0.130565125
"1179","Mus_platythrix","Rodentia","Muridae","Mus","platythrix",0.5,29.2,-0.140101021,-0.17956556
"1180","Myodes_glareolus","Rodentia","Cricetidae","Myodes","glareolus",0.52,17.9,0.03633115,-0.025894916
"1181","Microtus_oregoni","Rodentia","Cricetidae","Microtus","oregoni",0.52,22,-0.030846705,-0.083480038
"1182","Heterocephalus_glaber","Rodentia","Bathyergidae","Heterocephalus","glaber",0.52,60.8,-0.361960425,-0.36731202
"1183","Peromyscus_crinitus","Rodentia","Cricetidae","Peromyscus","crinitus",0.53,13.56,0.135049514,0.059908138
"1184","Peromyscus_eremicus","Rodentia","Cricetidae","Peromyscus","eremicus",0.54,19.93,0.017730543,-0.039498942
"1185","Zapus_hudsonius","Rodentia","Dipodidae","Zapus","hudsonius",0.55,17.47,0.068610663,0.005253629
"1186","Microtus_arvalis","Rodentia","Cricetidae","Microtus","arvalis",0.55,30.4,-0.111826506,-0.149417822
"1187","Microdipodops_megacephalus","Rodentia","Heteromyidae","Microdipodops","megacephalus",0.56,13.85,0.152069045,0.077911909
"1188","Myodes_gapperi","Rodentia","Cricetidae","Myodes","gapperi",0.56,16.9,0.08724075,0.02234084
"1189","Myodes_rutilus","Rodentia","Cricetidae","Myodes","rutilus",0.56,17.6,0.074021156,0.011008952
"1190","Peromyscus_merriami","Rodentia","Cricetidae","Peromyscus","merriami",0.56,20.72,0.020862855,-0.034558553
"1191","Microtus_pinetorum","Rodentia","Cricetidae","Microtus","pinetorum",0.56,24.9,-0.038994893,-0.08586885
"1192","Myopus_schisticolor","Rodentia","Cricetidae","Myopus","schisticolor",0.56,33.5,-0.135629877,-0.168704738
"1193","Peromyscus_maniculatus","Rodentia","Cricetidae","Peromyscus","maniculatus",0.57,21.65,0.01424844,-0.039130807
"1194","Acomys_wilsoni","Rodentia","Muridae","Acomys","wilsoni",0.58,18.5,0.073016678,0.012324117
"1195","Onychomys_torridus","Rodentia","Cricetidae","Onychomys","torridus",0.59,20.02,0.054721201,-0.002298718
"1196","Apodemus_sylvaticus","Rodentia","Muridae","Apodemus","sylvaticus",0.59,20.1,0.053422201,-0.003412226
"1197","Synaptomys_cooperi","Rodentia","Cricetidae","Synaptomys","cooperi",0.59,23.8,-0.00161398,-0.050589456
"1198","Gerbillus_nanus","Rodentia","Muridae","Gerbillus","nanus",0.6,14,0.178523539,0.104867436
"1199","Peromyscus_leucopus","Rodentia","Cricetidae","Peromyscus","leucopus",0.6,21.21,0.04321282,-0.011121444
"1200","Myodes_rufocanus","Rodentia","Cricetidae","Myodes","rufocanus",0.61,38.3,-0.142103945,-0.16895063
"1201","Chaetodipus_californicus","Rodentia","Heteromyidae","Chaetodipus","californicus",0.62,26,-0.00887186,-0.053735159
"1202","Peromyscus_melanotis","Rodentia","Cricetidae","Peromyscus","melanotis",0.63,39.6,-0.138965639,-0.164259788
"1203","Oligoryzomys_longicaudatus","Rodentia","Cricetidae","Oligoryzomys","longicaudatus",0.67,26.6,0.017379968,-0.026422172
"1204","Peromyscus_gossypinus","Rodentia","Cricetidae","Peromyscus","gossypinus",0.68,28.25,0.004211286,-0.036791652
"1205","Praomys_daltoni","Rodentia","Muridae","Praomys","daltoni",0.68,35,-0.06557655,-0.09661406
"1206","Chaetodipus_hispidus","Rodentia","Heteromyidae","Chaetodipus","hispidus",0.68,37.1,-0.084556124,-0.112883425
